@id	@type	@lat	@lon	name	brand	operator	website	addr:city	addr:state	addr:postcode
153605099	node	33.3478039	-86.8706454	Hoover YMCA						
306082698	node	41.1394226	-112.0602378	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/292/clinton-ut-84015/	Clinton	UT	84015
314327197	node	39.8290299	-75.0970432	Crunch Fitness	Crunch Fitness					
321941184	node	37.1140259	-121.6379370	Fitness 19		"ENDO Fitness 2, LLC"		Morgan Hill	CA	95037
335470364	node	34.6881975	-82.8107203	Max Fitness				Clemson	SC	29631
347116120	node	37.0147962	-121.5989490	Snap Fitness	Snap Fitness	"Terry’s Unlimited Fitness, LLC"	https://www.snapfitness.com/us/gyms/gilroy-ca	Gilroy	CA	95020
356593073	node	37.2703006	-79.8971056	Craig Avenue Recreational Center						
356685854	node	40.7386668	-111.8263901	The Little Gym				Salt Lake City	UT	
357287098	node	40.9902371	-80.3352770	The Rack						
357330603	node	40.4261332	-79.9762382	CrossFit Athletics						
357998916	node	34.9632150	-90.0576980	Club4Fitness						
358246845	node	38.6159521	-76.9013606	Saint Charles Athletic Center						
358281582	node	42.7026571	-73.1596333	Gemini Gymnastics			https://www.geminigymnasticsllc.com/	North Adams	MA	01247
364002211	node	44.9820263	-123.0246961	Phisiq						
365319620	node	32.8206636	-117.1584728	24 Hour Fitness	24 Hour Fitness					
366765342	node	38.3711193	-97.6692089	McPherson Family YMCA				McPherson	KS	67460
367088912	node	42.4220112	-94.9964191	Sac Community Center					IA	
367781292	node	42.3484886	-71.0743051	YWCA					MA	
367997865	node	37.2701473	-79.9507668	Kirk Family YMCA					VA	
368200695	node	37.8627986	-122.2668624	Funky Door Yoga			https://www.funkydoor.com/berkeley			
385388208	node	42.4345603	-71.4857671	Stow Fitness Center						
392204795	node	37.7898626	-122.4023300	24 Hour Fitness	24 Hour Fitness	24Hour Fitness				
403524002	node	40.6805096	-73.9689370	Chelsea Piers Fitness			https://fitness.chelseapiers.com/locations/prospect-heights	Brooklyn	NY	11238
412109978	node	37.7920227	-122.4208500	Live Fit Gym			https://livefitgym.com/	San Francisco		
417957202	node	37.7867992	-122.4212723	24 Hour Fitness	24 Hour Fitness					
418817329	node	37.2358099	-121.8018063	24 Hour Fitness	24 Hour Fitness			San Jose	CA	95119
429672826	node	38.7677246	-104.8159146	Peak Personal Training					CO	
434789235	node	43.0753229	-89.4379680	Madabolic			https://madabolic.com/			
441983634	node	34.2375212	-119.1797275	Bally Total Fitness						
445494375	node	40.1182489	-111.6394740	VASA Fitness	VASA Fitness			Spanish Fork	UT	84660
448409606	node	41.7329205	-93.6014504	Accel Fitness			http://www.accel-fitness.com/	Ankeny	IA	50023
448794721	node	41.7128338	-93.5782301	Planet Fitness	Planet Fitness			Ankeny	IA	50021
456643046	node	41.7321559	-93.6297592	Balance Yoga Lounge			https://balanceyogalounge.com/	Ankeny		50023
456710134	node	42.4146399	-71.1516718	Sweat Fixx						
459163386	node	47.6430638	-122.3980991	Next Level						
459163402	node	47.6392066	-122.3991864	Moffett Personal Training Studio			https://moffettpersonaltraining.com	Seattle		98199
460005321	node	44.8303044	-93.1610358	Planet Fitness	Planet Fitness		https://www.planetfitness.com/gyms/eagan-mn	Eagan	MN	55123
460480679	node	30.4144559	-88.8050707	Planet Fitness	Planet Fitness					
462036394	node	32.7583721	-97.8078617	Fox Den Fit Club			https://foxdenfitclub.com	Weatherford	TX	76086
465605121	node	37.3512263	-122.0307410	24 Hour Fitness	24 Hour Fitness			Sunnyvale	CA	94087
471139126	node	38.9033304	-77.0431559	Fitness First	Fitness First					
471277949	node	45.5176970	-122.6512810	Yoga Bhoga						
472498482	node	29.9017187	-95.6304944	EoS Fitness						
475256843	node	40.6399460	-111.2725670	South Summit Aquatic & Fitness Center			http://www.ssummit.k12.ut.us/ssafc.cfm	Kamas		84036
476078107	node	47.6929851	-122.3173161	The Little Gym		The Little Gym	https://www.thelittlegym.com/SeattleMapleLeafWA/	Seattle	WA	98115
484086755	node	38.3046442	-77.4600467	Bodyworks			https://www.bodyworksdowntown.com/		VA	
486343703	node	38.8994920	-77.0215406	Planet Fitness	Planet Fitness		https://www.planetfitness.com/gyms/washington-gallery-place-dc	Washington		20001
486343768	node	38.8971474	-77.0208590	BYNDfit			https://www.byndfit.com/	Washington	DC	20004
497304176	node	37.7675537	-122.4220080	Valencia Street Muscle						
498753363	node	39.2084010	-84.5048874	Sports Performance & Wellness Center			https://stxsports.net/facilities/sports-performance-wellness-center/8	Cincinnati	OH	45224-1424
512982205	node	38.9838657	-77.0892812	Onelife Fitness Bethesda	Onelife		https://www.onelifefitness.com/gyms/bethesda	Bethesda	MD	20814
512982636	node	38.9835799	-77.0915417	Royal Fitness						
516324381	node	34.7755413	-82.3127643	Crunch Fitness	Crunch Fitness			Mauldin	SC	29662
526682028	node	41.1589098	-112.0279458	Gold's Gym	Gold's Gym					
528320273	node	34.8207670	-82.2856196	D1 Training			https://www.d1training.com/	Greenville	SC	29607
530713407	node	33.0354178	-80.0656576	World Fitness 24 Hr.						
530713711	node	33.0346834	-80.0604676	9Round	9Round					
536311543	node	44.7795665	-93.5060707	Snap Fitness	Snap Fitness		https://www.snapfitness.com/us/gyms/shakopee-mn/	Shakopee	MN	55379
541194159	node	42.4150874	-71.1517728	LIVFIT				Arlington	MA	02476
565625828	node	38.8639264	-77.0629819	F45 Training	F45 Training					
567711708	node	45.5357607	-122.8826516	Müv Fitness	MUV Fitness			Hillsboro	OR	97006
568478509	node	34.9000339	-82.3366447	9Round	9Round					
569900777	node	61.1105013	-149.8606621	Jazzercise	Jazzercise					
571822034	node	34.8844844	-82.3524968	Planet Fitness	Planet Fitness			Greenville		29615
572037742	node	38.9576195	-77.4009638	Sport & Health Club						
573857541	node	35.2492911	-120.6414682	Equilibrium: Fitness for Women						
577574395	node	31.3350379	-92.3880963	Anytime Fitness	Anytime Fitness					
589090479	node	39.6745005	-104.9810920	Harvard Gulch Recreation Center				Denver	CO	80210
595968339	node	32.7987530	-117.2519690	Yard Gym				San Diego		92109
595975856	node	32.8406821	-117.2737048					La Jolla		92037
596040770	node	32.8709720	-117.2260910							
596067116	node	32.7556760	-117.1419150	Boulevard Fitness			blvdfitness.com	San Diego		92104
596245655	node	40.0593022	-75.1904619	FitLife				Philadelphia	PA	19119
596258061	node	32.7632571	-117.1230245	Pilgrimage of the Heart Yoga			https://pilgrimageyoga.com	San Diego	CA	92116
596296312	node	32.9600930	-117.1118750	24 Hour Fitness	24 Hour Fitness			San Diego	CA	92129
596513533	node	33.0306210	-116.8858090					Ramona		92065
596614764	node	32.7640320	-117.0207210	Will Power Community Fitness				La Mesa		91941
596670450	node	33.1824286	-117.3364164	LA Fitness	LA Fitness			Oceanside		92054
596729428	node	32.8943023	-117.1223136	24 Hour Fitness	24 Hour Fitness		https://www.24hourfitness.com/Website/Club/94	San Diego		92126
596788829	node	32.9934439	-117.2723064	Pegasus Pilates				Solana Beach		92075
596911188	node	33.1332981	-117.2057824	24 Hour Fitness	24 Hour Fitness			San Marcos		92078
596922986	node	33.3824042	-117.2512334	Sage Yoga Studios				Fallbrook		92028
596959719	node	32.8396209	-117.2756631	The Perfect Workout				La Jolla		92037
597009573	node	32.7984970	-117.2456870	Reach Yoga				San Diego		92109
597073239	node	32.8108738	-116.9629645	The Camp Transformation Center			https://www.thecamptc.com/	El Cajon	CA	92020
598736667	node	34.1156242	-118.1565145	Mission Street Yoga				South Pasadena	CA	91030
601730091	node	39.3922948	-74.3968559	Wolf Fitness						
610534139	node	32.0445528	-110.7129957	Curves						
621458827	node	41.8209103	-90.2419632	Anytime Fitness	Anytime Fitness					
643943691	node	39.5624674	-104.8977323							
644112180	node	34.8210134	-82.2576788	Fitness 19	Fitness 19		https://www.fitness19.com/	Greenville		29607
647066227	node	34.1162164	-118.1572824	Snap Fitness	Snap Fitness		http://snapfitness.com			91030
655643545	node	42.6845141	-83.1349488	Retro Fitness	Retro Fitness	Retro Fitness	https://retrofitness.com/location/rochestermi/	Rochester	MI	48307
663533939	node	37.7693496	-122.4292870	CorePower Yoga	CorePower Yoga					
668445240	node	43.0241616	-88.2428876	Gold's Gym	Gold's Gym					
671143556	node	39.2939542	-84.3074170	Planet Fitness	Planet Fitness		https://www.planetfitness.com/gyms/mason-oh	Cincinnati	OH	45249
687186706	node	37.8348296	-122.2857890	Head over heels			https://www.hohathleticarts.com/	Emeryville	CA	94608
699377497	node	41.8100714	-89.9686902	RTQ Fitness				Morrison	IL	61270
703584338	node	37.6209955	-77.6129969	Crunch Fitness	Crunch Fitness			Richmond	VA	23233
708882278	node	30.4395290	-84.2564689	Pure Barre	Pure Barre			Tallahassee	FL	32301
721192113	node	33.6810672	-84.2266610	Anytime Fitness	Anytime Fitness					
721586824	node	40.9311262	-124.1022119	HealthSPORT				McKinleyville		95519
734454484	node	38.9040490	-77.0316899	Orangetheory Fitness	Orangetheory Fitness		https://www.orangetheory.com/en-us/locations/district-of-columbia/washington-dc/1101-14th-street-nw	Washington DC	DC	20005
736931220	node	38.9643854	-77.0756003	Balanced Fitness Studios			https://balancedfitnessstudios.com/			
737405119	node	38.9040492	-76.9927857	Bright Bear Yoga				Washington	DC	20002
750096351	node	37.0261148	-76.4547746	Busy Bodies Personal Trainer				Newport News		
750467912	node	38.9171342	-77.0350323	CrossFit	CrossFit			Washington	DC	
751826736	node	38.9296101	-77.0374879	Past Tense Yoga Studio			https://pasttensestudio.com/	Washington	DC	20009
765814632	node	41.6153313	-93.7337623	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/347/urbandale-ia-50322/	Urbandale	IA	50322
770584888	node	44.9481982	-93.2975037	LA Fitness	LA Fitness					
771701339	node	44.9490625	-93.2948372	Snap Fitness	Snap Fitness					
773010644	node	42.7772574	-73.8919707	Vent Fitness						
773392603	node	42.7828291	-73.8905839	Orangetheory Fitness	Orangetheory Fitness			Schenectady	NY	12304
778894112	node	37.8762719	-122.2736782	The Green Yogi				Berkeley	CA	94709
791991730	node	42.7284839	-73.7597897	Fitness Together						
791991800	node	42.7275292	-73.7598945	Radiance Hot Yoga						
793413312	node	40.2477686	-76.8083311	Gold's Gym	Gold's Gym					
797013137	node	30.4335648	-84.2930645	Peace on Earth Center						
804072723	node	38.9061712	-77.0676502	Down Dog Yoga			https://downdogyoga.com/	Washington	DC	20007
810327524	node	38.9176172	-77.0408849	MINT						
818916789	node	38.9203825	-77.0712744	Washington Sports Club						
818924519	node	38.9185382	-77.0696979	Balance Gym: Glover Park			https://balancegym.com/			
821195607	node	40.0087722	-75.2904175	SoulCycle	SoulCycle		https://www.soul-cycle.com/studios/pa-ardmore/	Ardmore	PA	19003
828837409	node	42.7401518	-73.7318350	Vent Fitness			https://ventfitness.com/			
829738684	node	38.9333271	-77.0241099	Yoga Heights			https://www.yogaheightsdc.com/			20010
850506853	node	39.2645894	-84.2673726	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/3355/loveland-oh-45140/	Loveland	OH	45140
854077254	node	42.3598500	-71.1379931	Boston Fencing Club			https://www.bostonfencingclub.org/	Boston	MA	02135
862963199	node	33.9852854	-118.0978183	LA Fitness	LA Fitness					
883069204	node	42.7617396	-73.7507313	ABC Fitness & Sports						
884225803	node	34.0217754	-118.8027894	Malibu Gym						
899204260	node	34.9323566	-82.2902820	Jazzercise	Jazzercise					
904124153	node	35.9297912	-78.5645425	Find a Way Fitness			https://www.findawayfitness.net	Raleigh	NC	27614
923288034	node	42.7888117	-77.5052144	Curves	Curves					
923857390	node	44.9413873	-93.5030363	Anytime Fitness	Anytime Fitness					
923857405	node	45.0153712	-93.2199256	Shorin Ryu Minnesota Karate			https://www.shorinryu-mn.com/	Saint Anthony	MN	55418
937035284	node	37.2068261	-80.4005924	Blacksburg boxing & fitness				Blacksburg	VA	
937056563	node	37.2436420	-80.4171393	Moog Wellness Center				Blacksburg	VA	
937128116	node	37.2001992	-80.3995404	Akke'S Yoga Place				Blacksburg	VA	
939240761	node	34.0856832	-118.3442770	Kor Gym						
940893874	node	42.2502586	-70.9232600	Bodyscapes Fitness						
951077473	node	40.3616896	-111.9761146	Cross Fit 1976						
964864931	node	33.8443777	-117.9877432	24 Hour Fitness	24 Hour Fitness		https://www.24hourfitness.com/Website/Club/855?rt=3	Buena Park		90620
965402193	node	33.8576558	-118.3668535	Powerhouse						
966212513	node	42.4541708	-71.0660249	Barre & Soul						
968356991	node	37.7605228	-122.4216455	LiveFitGym Wellness Club			https://www.livefitgym.com			
974695987	node	40.0601291	-75.4531905							
977187014	node	40.3851618	-111.9146980	Bobby Lawrence Karate						
983973926	node	42.5837728	-87.8182115	Donna's Gym-nastics						
990032608	node	40.7460194	-73.9831064	Solace						
996696401	node	37.7678140	-122.3933680	Bakar Fitness Center				San Francisco		
1001430380	node	33.1680412	-117.2126450	Esporta Fitness	Esporta Fitness		https://www.lafitness.com/Pages/clubhome.aspx?clubid=1368			
1008219254	node	42.1370292	-87.8836274	Fitness 19	Fitness 19					
1017874360	node	38.7913981	-121.2782554	Orangetheory Fitness	Orangetheory Fitness			Roseville	CA	95678
1019485699	node	37.5828339	-122.0236272	Curves	Curves			Union City	CA	94587
1034474765	node	28.1441834	-82.3128450	Curves	Curves					
1036685847	node	42.4329000	-71.4861299	Ehereal Arts				Stow	MA	01775
1037237833	node	40.4988704	-74.6442803	Retro Fitness	Retro Fitness	Retro Fitness	https://www.retrofitness.com/location/hillsboroughnj	Hillsborough	NJ	08844
1045940359	node	40.0426511	-75.4887400	Dibellayoga						
1066780152	node	38.9363680	-77.0584726	City Fitness				Washington	DC	20008
1068538403	node	39.7109330	-104.9394136	24 Hour Fitness	24 Hour Fitness					
1069860768	node	28.0558999	-82.4476329	YouFit Health Club						
1074158054	node	28.0486004	-82.3928330	Curves	Curves					
1074421838	node	28.0511190	-82.3928143	Shapes Fitness for Women						
1076224691	node	43.0584126	-87.8856524	Shred415				Milwaukee	WI	53202
1076250434	node	47.6756644	-122.1300497	Club Pilates			https://www.clubpilates.com/location/redmond			
1076344887	node	43.0588772	-87.8865245	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/804/milwaukee-wi-53202/	Milwaukee	WI	53202
1078988572	node	40.6310779	-74.3101752	Bally's Gym						
1079085483	node	40.6192482	-74.2975773	Haven Fitness			https://thehavenfitnessnj.com/	Clark	NJ	07066
1081984002	node	47.6614669	-122.3178014	Industrious			https://udistrict.workhardlivefit.com/	Seattle	WA	98105
1087602337	node	44.9881074	-93.2554843	Discover Strength			https://discoverstrength.com/			
1103682449	node	40.2742209	-111.6738633	Vasa						
1108375757	node	39.0309381	-77.0038016	Blue Heron Wellness						
1109729354	node	40.0593008	-105.2819107	IronWorks Fitness			https://www.ironworksfitness.net/			
1118105934	node	33.9139589	-117.3216225	LA Fitness	LA Fitness					
1122706443	node	40.3720938	-111.7823710	VASA Fitness	VASA Fitness		https://vasafitness.com/locations/ut/american-fork/	American Fork	UT	84003
1125487696	node	47.6947684	-122.0405100	Thrive						
1126663288	node	43.8687336	-91.2137740	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/2024/Onalaska-WI-54650/	Onalaska	WI	54650
1127430784	node	36.3355460	-94.1694050	Dynasty - Dance Academy				Rogers	AR	72756
1127465130	node	36.3339302	-94.1533592	Moug Su Dom Tai Chinese Karate Studios				Rogers	AR	72756
1128319551	node	47.6756398	-122.3171164	LA Fitness	LA Fitness		https://www.lafitness.com/Pages/clubhome.aspx?clubid=1334	Seattle	WA	98115
1129804082	node	40.1245025	-75.5145020	Passion for Fitness Personal Training			https://passion-for-fitness.com/	Phoenixville	PA	19460
1134568509	node	47.7000396	-122.0249083	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/1594/redmond-wa-98053/	Redmond	WA	98053
1140259217	node	33.6105143	-112.0147460	VASA Fitness	VASA Fitness					
1153392603	node	37.5219733	-122.2515190	Orangetheory Fitness	Orangetheory Fitness			Redwood City	CA	94065
1155618499	node	42.4146862	-71.1508539	Body & Brain Yoga Tai Chi				Arlington	MA	02474
1158374292	node	33.5759320	-117.7273410	CorePower Yoga	CorePower Yoga					
1169430430	node	38.7512178	-121.3113529	Hot Yoga						
1176324412	node	39.9873279	-105.1300650	The Exercise Coach			https://exercisecoach.com/louisville/	Louisville	CO	80027
1179908493	node	47.5513318	-122.0554140	Planet Fitness	Planet Fitness		https://www.planetfitness.com/gyms/issaquah-wa	Issaquah	WA	98027
1180991139	node	33.6978890	-117.7407734	LA Fitness	LA Fitness					
1181069044	node	41.4517552	-81.8168899	Fitness 19	Fitness 19					
1185022667	node	47.6148951	-122.0337107	Hot Yoga Experience			https://hotyogaexperience.com/?studio=sammamish	Sammamish	WA	98074
1203386076	node	40.0471624	-75.4436463	James Webb. Fitness			https://bodystyling.us	Berwyn	PA	19312
1203855884	node	47.6267937	-122.1682649	Gym						
1206893699	node	37.7933814	-122.4030566	Planet Fitness	Planet Fitness			San Francisco	CA	94104
1216889671	node	41.6209146	-93.6728536	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/480/des-moines-ia-50310/	Des Moines	IA	50310
1219910910	node	44.6689581	-74.9866373	Beast Fitness						
1230067104	node	30.3926772	-97.7455410	Fitness HQ						
1234307023	node	47.6761830	-122.2062294	F45 Training	F45 Training			Kirkland		98033
1234309132	node	47.6765667	-122.2079066	Go Yoga				Kirkland		98033
1236792979	node	30.3148586	-97.7352613	Fitness 360						
1239454822	node	43.0394116	-87.9093412	Gold's Gym	Gold's Gym			Milwaukee		53202
1247959819	node	25.0986301	-80.4355919	CrossFit Key Largo			https://www.cfkeylargo.com/			33037
1255807859	node	32.3008050	-106.7380790	Curves	Curves			Las Cruces	NM	
1270009484	node	40.0153715	-105.2601238	Barre 3			https://barre3.com/studio-locations/boulder			
1276256713	node	42.1898833	-70.9671957	Weymouth Club						
1276669817	node	32.8619212	-117.2244988	CorePower Yoga	CorePower Yoga		https://www.corepoweryoga.com/yoga-studios/ca/san-diego/utc-la-jolla	San Diego	CA	92122
1285762125	node	37.3642915	-122.0314823	24 Hour Fitness	24 Hour Fitness		https://www.24hourfitness.com/FindClubDetail.mvc?rt=2&clubid=00887	Sunnyvale		
1290897347	node	40.0444375	-75.4058916	Club La Maison Health and Fitness Complex			https://www.clublamaison.com/	Wayne	PA	19087
1292453305	node	47.6496061	-122.3491364	Flow Fitness			https://www.flowfitnessseattle.com	Seattle		98103
1296832605	node	38.7854954	-121.2869640	Curves	Curves					
1305381951	node	40.0206998	-105.2520264	Fit Tec			https://fittecboulderco.com/			
1310623356	node	41.6010992	-93.8035230	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/472/west-des-moines-ia-50325/	West Des Moines	IA	50325
1310802961	node	41.6140406	-93.8367816	Snap Fitness	Snap Fitness					50325
1313540622	node	37.3909175	-122.0961888	infit fitness training						
1313774058	node	44.9401316	-93.1449154	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/2074/st-paul-mn-55106/	Saint Paul	MN	55106
1323149417	node	38.9822553	-77.0963674	Equinox	Equinox			Bethesda		
1323149423	node	38.9822009	-77.0981629	Club Pilates	Club Pilates			Bethesda	MD	20814
1328513201	node	43.0542114	-87.8913035	Snap Fitness	Snap Fitness			Milwaukee	WI	53202
1340871877	node	38.7458145	-121.2551238	Club Pilates	Club Pilates					
1353170598	node	37.4541356	-122.1806587	AXIS			https://www.axispt.com/			
1358352499	node	32.7096281	-117.1529413	Hale Holistic			http://www.haleholistic.com/			
1359960329	node	40.7013815	-89.2731643	Snap Fitness	Snap Fitness		https://www.snapfitness.com/us/gyms/eureka-il			
1360083018	node	38.8934673	-104.7593214	24 Hour Fitness	24 Hour Fitness					
1364959516	node	37.7721463	-122.4309073	VRV3 Studios			https://vrv3studios.com/	San Francisco	CA	94117
1383939144	node	40.7688735	-73.9826023	Equinox	Equinox		https://www.equinox.com/clubs/new-york/uptown/columbuscircle	New York	NY	
1383991573	node	47.9060710	-122.2439687	Emerald City Athletic Club						
1396603004	node	47.1379707	-119.2772260	Planet Fitness	Planet Fitness			Moses Lake	WA	98837
1411674845	node	47.6585538	-122.3133678	Open Flight Studio			http://www.openflightstudio.org/	Seattle		98105
1411811121	node	44.9228615	-93.1672714	Fisico Training			http://www.fisicotraining.com/			
1418071085	node	47.6862466	-122.1397682	Eastside Gym						98052
1429595406	node	32.8220299	-117.1842480	Curves	Curves					
1436027921	node	41.3085528	-105.6192286							
1436802676	node	39.9598970	-105.5092933	Tadasana Mountain Yoga			https://tadasanamountainyoga.com/			
1450184240	node	37.8205648	-122.3696340	US Dept of Labor Job Corps Gym						
1455353325	node	30.4063363	-84.2823449	Planet Fitness	Planet Fitness					
1467606254	node	37.0282475	-121.5688390							
1469690942	node	34.4357647	-119.8028940	Solos Pilates Studio Fitness			https://www.solosfit.com/	Santa Barbara	CA	93111
1469714023	node	34.4361817	-119.8028998	The Pad				Santa Barbara		93111
1469734591	node	34.4352581	-119.8039560	F45 Training	F45 Training		https://f45training.com/studio/goletaeast/	Santa Barbara	CA	93111
1472556599	node	43.1680918	-77.6937405	Planet Fitness	Planet Fitness					
1479246106	node	39.9792388	-75.1589992	IBC Gym						
1479246110	node	39.9784726	-75.1584188	Temple University Fitness				Philadelphia	PA	19121
1486305248	node	38.9109762	-92.3361342	Planet Fitness	Planet Fitness					
1489699001	node	37.8401600	-122.2825880	Hand to Hand						
1489725556	node	37.8389363	-122.2826180	Cheetah's Muay Thai Acadamy						
1509392935	node	32.7685783	-117.1476775	24 Hour Fitness	24 Hour Fitness					
1512036172	node	34.1835656	-118.6031332	Cardio Barre						
1512036175	node	34.1867103	-118.5986303	LA Fitness	LA Fitness					
1513600642	node	39.6827789	-75.7328558	Crunch Fitness						19711-5453
1516960485	node	37.7677839	-122.4299091	Infinity Training Center						
1518950895	node	37.1479864	-80.5869989	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/2738/fairlawn-va-24141/	Fairlawn	VA	24141
1532946654	node	34.1912524	-118.6258625	24 Hour Fitness	24 Hour Fitness					
1546690440	node	42.3964022	-71.1226604	Boston Sports Clubs			https://www.bostonsportsclubs.com/clubs/davis-square	Somerville		02144
1546787284	node	39.6079551	-105.1085303	24 Hour Fitness	24 Hour Fitness					
1547870294	node	42.3903595	-71.1215248	Down Under School of Yoga						
1548363041	node	28.4526169	-81.4766799	Gold's Gym	Gold's Gym			Orlando	FL	
1569368562	node	47.6491855	-122.3485678	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/106/seattle-wa-98103/	Seattle	WA	98103
1569779632	node	39.9875255	-105.1362290	Louisville Community Yoga			https://www.facebook.com/louisvillecommunityyoga	Louisville	CO	80027
1573655550	node	37.6651532	-122.4669211	24 Hour Fitness	24 Hour Fitness					
1579202235	node	39.6810230	-105.0847529	Cross Fit Lakewood						
1607137495	node	42.6972477	-82.5077955	Marine City Health & Fitness			https://marinecityhealthandfitness.com	Marine City	MI	48039
1609006999	node	43.2121611	-77.4374976	World Gym	World Gym		https://www.worldgym.com/	Webster	NY	14580
1609858510	node	40.0313115	-105.2590317	The Pilates Center			https://thepilatescenter.com/	Boulder	CO	80304
1611236956	node	42.2019896	-83.1505742	Riforma Pilates				Wyandotte	MI	48192
1613816962	node	41.6007401	-93.6738035	Snap Fitness	Snap Fitness					
1620728724	node	34.0686193	-117.1398733							
1637347980	node	40.4855984	-78.4025996	Planet Fitness	Planet Fitness			Altoona	PA	
1647978610	node	37.3535651	-122.0882130	Snap Fitness	Snap Fitness		https://www.snapfitness.com/us/gyms/los-altos-ca			
1655353861	node	42.1981469	-83.1891567	Planet Fitness	Planet Fitness			Southgate	MI	48195
1663778946	node	42.5442967	-83.3590062	Planet Fitness	Planet Fitness					
1664410489	node	32.3502751	-110.9770863	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/2779/tucson-az-85704/	Tucson	AZ	85704
1669534151	node	40.7744583	-73.9811766	Equinox	Equinox		https://www.equinox.com/	New York	NY	
1671974145	node	38.3935428	-78.8105400	Kinetic Kids			https://www.kinetickidsgym.com/	Penn Laird		22846
1674708506	node	35.4863605	-82.5534042	Reuter Family YMCA	YMCA of Western North Carolina		https://www.ymcawnc.org/locations/centers/reuter	Asheville	NC	28803
1676374960	node	37.8238917	-85.4695235	Lanham Health and Fitness				Bardstown		40004
1684177291	node	42.0886818	-88.0598095	Crunch Fitness	Crunch Fitness		http://www.dominicks.com	Palatine	IL	60067
1691355301	node	40.3010405	-79.4987357	Anytime Fitness	Anytime Fitness					
1696386503	node	43.4112543	-88.1817458	En Fuego						
1711384456	node	39.5852839	-119.7809350	Curves	Curves					
1711924197	node	43.2226955	-71.4845170	The Zoo Health Club Concord			https://www.zoogymnh.com/concord-club-info/	Concord	NH	03301
1720118514	node	37.4848606	-122.2263542	Heartcore				Redwood City		94063
1725603917	node	41.2890377	-75.8745467	Barne's Martial Arts						
1727182561	node	43.0536478	-76.0765581	Orangetheory Fitness	Orangetheory Fitness			DeWitt	NY	13214
1727242124	node	40.8022400	-74.1705010	Retro Fitness		Retro Fitness	https://retrofitness.com/location/bellevillenj/	Belleville	NJ	07109
1735843878	node	47.6390214	-122.3256831	Eastlake Fitness						
1735880436	node	34.9532747	-81.9270056	Smack Fitness			https://smack-fitness.com/	Spartanburg	SC	29302
1736831363	node	27.8183970	-82.6391530	Orangetheory Fitness	Orangetheory Fitness			Saint Petersburg	FL	33703
1736874240	node	37.4863606	-122.2345814	Rock Salt			https://rocksaltpilates.com	Redwood City		94063
1738448834	node	46.9073637	-96.7995720	Snap Fitness	Snap Fitness					
1741634180	node	46.9115387	-96.7892545	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/422/fargo-nd-58102/	Fargo	ND	58102
1745905859	node	38.9643107	-76.7872415	Gold's Gym	Gold's Gym					
1747948316	node	37.4389671	-122.1587930	CorePower Yoga	CorePower Yoga			Palo Alto		94301
1756938411	node	47.3210014	-122.3046051	24 Hour Fitness	24 Hour Fitness					
1760242325	node	27.7723330	-82.6334690	Bionx					FL	
1764560910	node	47.4919089	-121.7942360	North Bend Fit						
1765758687	node	37.4276390	-122.1435510	Pure Barre	Pure Barre		https://www.purebarre.com/			94306
1766960200	node	27.8739920	-82.7069920	Planet Fitness	Planet Fitness			Clearwater		
1766985953	node	47.6130990	-122.3051216	Mind & Body Pilates			https://www.seattlepilates.com/			
1768253350	node	27.8928592	-82.6674511	Carillon Wellness Center				Saint Petersburg	FL	33716
1771061799	node	28.0189591	-82.7646791	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/2692/dunedin-fl-34698/	Clearwater	FL	33761
1771065261	node	27.9155360	-82.7304690	Anytime Fitness	Anytime Fitness			Largo	FL	33764
1771090628	node	47.6354438	-122.3768796	Club Pilates				Seattle	WA	98119
1798149199	node	39.7743125	-76.6646124	Gold's Gym	Gold's Gym			New Freedom		17349
1801230659	node	41.6281634	-93.7347571	Planet Fitness	Planet Fitness			Urbandale	IA	50322
1801298346	node	37.4661369	-122.2244778	One on One Fiteness				Redwood City		94061
1801765655	node	41.6282431	-93.7294038	Fitness World 24						50322
1807879043	node	30.4408343	-84.2562880	Amped Fitness			https://join.ampedfitness.com/tallahassee/	Tallahassee	FL	32301
1812903282	node	42.8498075	-106.2795940	Planet Fitness	Planet Fitness		https://www.planetfitness.com/gyms/casper-wy	Casper	WY	82609
1817722915	node	41.5666249	-93.7994339	Snap Fitness	Snap Fitness			West Des Moines		50266
1818245154	node	27.8742660	-82.6401708	Healthworks				Saint Petersburg	FL	33716
1828212306	node	30.4646239	-84.2718977	The Total Fitness Solution				Tallahassee	FL	32303
